Change,Description,MultipleCompulsory,Department,Number,Grade,Class,Name,Url,Credit,YearSemester,CompulsoryElective,Restrict,Select,Selected,Remaining,Teacher,Room,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Context
異動,更換時間8/9,,服務學習,GESL393,0,,服務學習：動物保護、收容與送養服務,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GESL393&Crsname=服務學習：動物保護、收容與送養服務,1,期,必,35,5,44,-9,彭渰雯,西SW 1005,,,,,34,,,《服務學習類》限大二以上修習
,,,服務學習,GESL405,0,,服務學習：數位轉型實踐暨地方創生社會參與,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GESL405&Crsname=服務學習：數位轉型實踐暨地方創生社會參與,1,期,必,30,0,28,2,"葉維俐,王宏仁",,,,,B56677889,,,,《服務學習類》授課時間地點為11/3及12/15下午在西SW1008；11/10、11/17、11/24、12/1及12/8下午須至左營創生基地(有任何疑問請與葉維俐老師聯繫：weilihyeh@gmail.com); 限大二以上修習公民參與微學程
,,,服務學習,GESL406,0,,服務學習：英語繪本導讀,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GESL406&Crsname=服務學習：英語繪本導讀,1,期,必,30,2,30,0,王品惠,通GE 3013,,34,,,,,,《服務學習類》1.限大二以上修習。 2. 選課優先順序:(1)全英語學士專班(分組/班)學生。(2)其他學士班學生(依選課須知規定) 。※英語授課全英語通識教育菁英學程
,,,服務學習,GESL409,0,,服務學習：西灣國際沙龍校園英語志工,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=GESL409&Crsname=服務學習：西灣國際沙龍校園英語志工,1,期,必,30,0,29,1,陳瑞華,通GE 3013,,,56,,,,,《服務學習類》1.限大二以上修習。 2. 選課優先順序:(1)全英語學士專班(分組/班)學生。(2)其他學士班學生(依選課須知規定) 。3.建議英文程度多益650分以上、本校通識英文中高級以上程度學生選修。歡迎有意願擔任English Table的 leaders的學生選修。※英語授課
異動,調升名額9/8,,中文系,CL103,1,,國學導讀（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL103&Crsname=國學導讀（一）,2,期,必,53,0,49,4,黃羽璿,文LA 4005,,,34,,,,,《講授類》
,,,中文系,CL105,1,,文學概論（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL105&Crsname=文學概論（一）,2,期,必,50,0,45,5,莫加南,文LA 4005,,,,34,,,,《講授類》
異動,更換教室9/13,,中文系,CL146,4,,古典戲劇選（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL146&Crsname=古典戲劇選（一）,3,期,選,50,0,6,44,林芷瑩,文LA 4003,567,,,,,,,《講授類》 跨文化人文思潮與美學微學程跨文化人文思潮與美學學程
,,,中文系,CL149,1,,語言學概論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL149&Crsname=語言學概論,2,期,必,55,0,47,8,蔡美智,文LA 5004,67,,,,,,,《講授類》 中文創意跨域應用整合學程
,,,中文系,CL159,1,,韓柳文,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL159&Crsname=韓柳文,3,期,選,30,0,29,1,鍾志偉,文LA 4002,,234,,,,,,《講授類》
,,,中文系,CL171,4,,陶淵明詩文選讀,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL171&Crsname=陶淵明詩文選讀,3,期,選,40,0,11,29,陳秋宏,文LA 4004,,,567,,,,,《講授類》
,,*,中文系,CL174,1,,國文,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL174&Crsname=國文,3,期,必,30,1,28,2,劉昭明,文LA 4001,,,,,234,,,《講授類》
,,*,中文系,CL174A,1,,國文,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL174A&Crsname=國文,3,期,必,30,0,18,12,張屏生,文LA 4001,234,,,,,,,《講授類》
,,,中文系,CL183,2,,晚清到當代華文科幻小說,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL183&Crsname=晚清到當代華文科幻小說,3,期,選,50,0,21,29,賴佩暄,文LA 4002,,,,678,,,,《講授類》 中文創意跨域應用整合學程
,,,中文系,CL201,2,,中國文學史（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL201&Crsname=中國文學史（一）,3,期,必,50,2,53,-3,羅景文,文LA 2004,,,,234,,,,《講授類》 中文創意跨域應用整合學程
,,,中文系,CL205,2,,詩選及習作（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL205&Crsname=詩選及習作（一）,3,期,必,52,0,51,1,陳秋宏,文LA 2004,,,234,,,,,《講授類》 中文創意跨域應用整合學程
,,*,中文系,CL207,2,,歷代文選及習作（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL207&Crsname=歷代文選及習作（一）,3,期,必,30,0,24,6,鍾志偉,文LA 4002,567,,,,,,,《講授類》 中文創意跨域應用整合學程
異動,調升名額9/8,*,中文系,CL207A,2,,歷代文選及習作（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL207A&Crsname=歷代文選及習作（一）,3,期,必,37,0,34,3,吳孟謙,文LA 4002,234,,,,,,,《講授類》 中文創意跨域應用整合學程
,,,中文系,CL222,2,,中國上古史導讀,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL222&Crsname=中國上古史導讀,3,期,選,50,0,9,41,顧永光,文LA 4004,,234,,,,,,《講授類》
,,,中文系,CL224,1,,經學概論（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL224&Crsname=經學概論（一）,3,期,選,50,0,35,15,黃羽璿,文LA 4001,,,,567,,,,《講授類》
,,,中文系,CL248,1,,論語,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL248&Crsname=論語,3,期,選,35,0,31,4,吳孟謙,文LA 4001,,,567,,,,,《講授類》
,,,中文系,CL250,2,,文字學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL250&Crsname=文字學,3,期,必,50,0,61,-11,黃冠雲,文LA 4002,,,567,,,,,《講授類》 中文創意跨域應用整合學程
,,,中文系,CL303,3,,中國思想史（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL303&Crsname=中國思想史（一）,3,期,必,50,0,44,6,紀志昌,文LA 2004,567,,,,,,,《講授類》 中文創意跨域應用整合學程
,,*,中文系,CL307,3,,詞曲選及習作（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL307&Crsname=詞曲選及習作（一）,3,期,必,30,0,33,-3,劉昭明,文LA 4003,,,,,678,,,《講授類》 中文創意跨域應用整合學程
,,*,中文系,CL307A,3,,詞曲選及習作（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL307A&Crsname=詞曲選及習作（一）,3,期,必,30,0,26,4,林芷瑩,文LA 4003,,,234,,,,,《講授類》 中文創意跨域應用整合學程
,,,中文系,CL325,3,,語意學概論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL325&Crsname=語意學概論,3,期,選,50,0,31,19,蔡美智,文LA 4003,,234,,,,,,《講授類》
,,,中文系,CL330,1,,書法（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL330&Crsname=書法（一）,3,期,選,50,2,50,0,楊雅惠,文LA 5004,,567,,,,,,《講授類》
,,,中文系,CL335,3,,兩周青銅器銘文選讀,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL335&Crsname=兩周青銅器銘文選讀,3,期,選,50,0,5,45,顧永光,文LA 4003,,,567,,,,,《講授類》
,,,中文系,CL342,3,,聲韻學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL342&Crsname=聲韻學,3,期,必,55,0,51,4,杜佳倫,文LA 4003,,,,234,,,,《講授類》 中文創意跨域應用整合學程
,,,中文系,CL342A,1,,臺灣語言與文化,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL342A&Crsname=臺灣語言與文化,3,期,選,40,0,11,29,張屏生,文LA 4001,567,,,,,,,《講授類》
,,,中文系,CL434,4,,西方漢學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL434&Crsname=西方漢學,3,期,選,30,1,9,21,莫加南,文LA 4005,,,,678,,,,《講授類》 國際漢學微學程
,,,中文系,CL435,2,,閩南民間文學與文化采風,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL435&Crsname=閩南民間文學與文化采風,3,期,選,35,0,16,19,羅景文,文LA 4002,,567,,,,,,《講授類》 台灣閩南語文書寫應用與創作學程
,,,中文系,CL439,4,,訓詁學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL439&Crsname=訓詁學,2,期,必,50,0,44,6,黃冠雲,文LA 4004,,,23,,,,,《講授類》 中文創意跨域應用整合學程
,,,中文系,CL441,1,,西方文藝理論（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL441&Crsname=西方文藝理論（二）,3,期,選,50,0,8,42,謝薇娜,文LA 4001,,234,,,,,,《講授類》
,,,中文系,CL445,4,,博物學：人文與自然的對話,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL445&Crsname=博物學：人文與自然的對話,3,期,選,50,0,5,45,謝薇娜,文LA 4004,234,,,,,,,《講授類》
異動,更換時間6/28,,中文系,CL447,4,,中文之路專題製作,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL447&Crsname=中文之路專題製作,3,期,選,50,0,16,34,杜佳倫,文LA 4004,,,,567,,,,《獨立研究》 中文創意跨域應用整合學程
,,,中文系,CL449,4,,臺語流行歌曲及其語言風格和文化意涵（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=CL449&Crsname=臺語流行歌曲及其語言風格和文化意涵（二）,3,期,選,40,0,17,23,杜佳倫,文LA 5004,234,,,,,,,《講授類》
,,*,外文系,DFLL101,1,,英文閱讀,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL101&Crsname=英文閱讀,3,期,必,24,0,23,1,黃舒屏,文LA 3002,,234,,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系生修習；請自行加選。※英語授課
,,*,外文系,DFLL101A,1,,英文閱讀,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL101A&Crsname=英文閱讀,3,期,必,24,0,21,3,洪敏秀,文LA 3004,,234,,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系生修習；請自行加選※英語授課
,,,外文系,DFLL103,1,,英語聽力一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL103&Crsname=英語聽力一（一）,1,期,必,50,0,37,13,黃舒屏,文LA 2003,,,,234,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系生修習※英語授課
,,*,外文系,DFLL105,1,,英語口語訓練一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL105&Crsname=英語口語訓練一（一）,2,期,必,16,0,17,-1,賴怡芃,文LA 3004,234,,,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系生修習；大一新生統一配課※英語授課
,,*,外文系,DFLL105A,1,,英語口語訓練一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL105A&Crsname=英語口語訓練一（一）,2,期,必,16,0,17,-1,李佳容,文LA 3003,234,,,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系生修習，大一新生統一配課※英語授課
,,*,外文系,DFLL105B,1,,英語口語訓練一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL105B&Crsname=英語口語訓練一（一）,2,期,必,16,0,16,0,李祁芳,文LA 3002,234,,,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系生修習，大一新生統一配課※英語授課
,,*,外文系,DFLL107,1,,英文寫作一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL107&Crsname=英文寫作一（一）,2,期,必,16,0,16,0,陳福仁,文LA 3001,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系生修習；大一新生統一配課
,,*,外文系,DFLL107A,1,,英文寫作一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL107A&Crsname=英文寫作一（一）,2,期,必,16,0,17,-1,楊郁芬,文LA 3002,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系生修習；大一新生統一配課※英語授課
,,*,外文系,DFLL107B,1,,英文寫作一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL107B&Crsname=英文寫作一（一）,2,期,必,16,0,16,0,歐淑珍,文LA 3003,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系生修習；大一新生統一配課※英語授課
,,,外文系,DFLL109,1,,文學作品導讀（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL109&Crsname=文學作品導讀（一）,3,期,必,50,0,55,-5,盧莉茹,文LA 3001,567,,,,,,,《講授類》
,,,外文系,DFLL111,1,,西洋文學概論（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL111&Crsname=西洋文學概論（一）,3,期,必,50,3,48,2,黃心雅,文LA 3001,,,,567,,,,《講授類》 ※英語授課西洋經典文學與文化學程法國語言、文化與社會學程
,,*,外文系,DFLL203,2,,英語聽力二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL203&Crsname=英語聽力二（一）,1,期,必,50,0,25,25,曾銘裕,文LA 2001,567,,,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系修畢英語聽力一（一）、一（二）學生修習；修課同學須繳「語言教學實習費」※英語授課
異動,更換教室9/20,*,外文系,DFLL205,2,,英語口語訓練二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL205&Crsname=英語口語訓練二（一）,2,期,必,16,0,13,3,沈尚玉,文LA 3014,,,,567,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系修畢「英語口語訓練一(一)、一(二)」學生修習※英語授課
,,*,外文系,DFLL205A,2,,英語口語訓練二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL205A&Crsname=英語口語訓練二（一）,2,期,必,16,0,16,0,田偉文,文LA 3015,,,,567,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系修畢「英語口語訓練一(一)、一(二)」學生修習※英語授課
,,*,外文系,DFLL205B,2,,英語口語訓練二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL205B&Crsname=英語口語訓練二（一）,2,期,必,16,0,16,0,賴怡芃,文LA 3016,,,,567,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系修畢「英語口語訓練一(一)、一(二)」學生修習※英語授課
異動,更換授課方式7/1,*,外文系,DFLL207,2,,英文寫作二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL207&Crsname=英文寫作二（一）,2,期,必,16,0,15,1,施智閔,文LA 3012,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系修畢英文寫作一(一)、一(二)學生修習※英語授課
,,*,外文系,DFLL207A,2,,英文寫作二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL207A&Crsname=英文寫作二（一）,2,期,必,16,0,16,0,李祁芳,文LA 3013,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系修畢英文寫作一(一)、一(二)學生修習※英語授課
,,*,外文系,DFLL207B,2,,英文寫作二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL207B&Crsname=英文寫作二（一）,2,期,必,16,0,16,0,李佳容,文LA 3004,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系修畢英文寫作一(一)、一(二)學生修習※英語授課
,,*,外文系,DFLL209,2,,日文一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL209&Crsname=日文一（一）,3,期,必,20,5,20,0,森國松江,文LA 3013,,,567,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。外文系學生優先選修。本課程限修，於加退選2階段開放選修。日本研究學程
,,*,外文系,DFLL209A,2,,日文一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL209A&Crsname=日文一（一）,3,期,必,20,5,35,-15,森國松江,文LA 2003,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。非外文系學生優先選修日本研究學程
,,*,外文系,DFLL211,2,,西班牙文一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL211&Crsname=西班牙文一（一）,3,期,必,20,0,19,1,李優俐,文LA 3014,,,567,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。外文系學生優先選修。本課程限修，於加退選2階段開放選修。
,,*,外文系,DFLL211A,2,,西班牙文一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL211A&Crsname=西班牙文一（一）,3,期,必,20,0,15,5,李優俐,文LA 1012,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。非外文系學生優先選修
,,*,外文系,DFLL213,2,,法文一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL213&Crsname=法文一（一）,3,期,必,20,0,19,1,白士禮,文LA 3002,,,567,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。外文系學生優先選修。本課程限修，於加退選2階段開放選修。※英語授課法國語言、文化與社會學程
,,*,外文系,DFLL213A,2,,法文一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL213A&Crsname=法文一（一）,3,期,必,20,0,21,-1,王柔惠,文LA 1003,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。非外文系學生優先選修法國語言、文化與社會學程
,,*,外文系,DFLL215,2,,俄文一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL215&Crsname=俄文一（一）,3,期,必,20,0,14,6,吳鴻傑,文LA 3012,,,567,,,,,《講授類》
異動,更換教室9/20,*,外文系,DFLL217,2,,德文一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL217&Crsname=德文一（一）,3,期,必,20,0,14,6,盧家達,文LA 3016,,,567,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。外文系學生優先選修。本課程限修，於加退選2階段開放選修。※英語授課
,,*,外文系,DFLL217A,2,,德文一（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL217A&Crsname=德文一（一）,3,期,必,20,0,21,-1,陳麗雅,文LA 1001,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。非外文系同學優先選修
異動,更換教室9/20,,外文系,DFLL220,2,,英語語言學概論（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL220&Crsname=英語語言學概論（一）,3,期,必,50,2,55,-5,徐淑瑛,文FA 7003,234,,,,,,,《講授類》 日本研究學程
,,*,外文系,DFLL222,2,,歐洲文學：1350-1800,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL222&Crsname=歐洲文學：1350-1800,3,期,必,50,3,48,2,田偉文,文LA 3003,,234,,,,,,《講授類》 ※英語授課西洋經典文學與文化學程法國語言、文化與社會學程
,,*,外文系,DFLL224,2,,英國文學：1660以前,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL224&Crsname=英國文學：1660以前,3,期,必,50,0,40,10,李祁芳,文LA 3004,,567,,,,,,《講授類》 ※英語授課西洋經典文學與文化學程
,,,外文系,DFLL226,2,,英美戲劇（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL226&Crsname=英美戲劇（一）,3,期,選,50,0,22,28,鍾敬堂,文LA 2003,,,,,234,,,《講授類》 ※英語授課跨文化人文思潮與美學微學程跨文化人文思潮與美學學程西洋經典文學與文化學程
,,*,外文系,DFLL303,3,,進階英文寫作,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL303&Crsname=進階英文寫作,2,期,必,16,0,18,-2,沈尚玉,文LA 3014,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系修畢「英文寫作一(一)、一(二)」、「英文寫作二(一)、二(二)」學生修習※英語授課
,,*,外文系,DFLL303A,3,,進階英文寫作,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL303A&Crsname=進階英文寫作,2,期,必,16,0,15,1,黃心雅,文LA 3015,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系修畢「英文寫作一(一)、一(二)」、「英文寫作二(一)、二(二)」學生修習
,,*,外文系,DFLL303B,3,,進階英文寫作,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL303B&Crsname=進階英文寫作,2,期,必,16,0,15,1,洪敏秀,文LA 3016,,,234,,,,,《講授類》『本課程之限修，於加退選2階段開放選修』。限本系修畢「英文寫作一(一)、一(二)」、「英文寫作二(一)、二(二)」學生修習
異動,更換教室9/7,*,外文系,DFLL305,3,,日文二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL305&Crsname=日文二（一）,3,期,必,20,0,24,-4,吳亦昕,文LA 2003,234,,,,,,,《講授類》 日本研究學程
,,*,外文系,DFLL307,3,,西班牙文二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL307&Crsname=西班牙文二（一）,3,期,必,20,0,11,9,李優俐,文LA 3015,234,,,,,,,《講授類》
,,*,外文系,DFLL309,3,,法文二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL309&Crsname=法文二（一）,3,期,必,20,0,14,6,白士禮,文LA 3014,,234,,,,,,《講授類》 ※英語授課
異動,更換教室9/19,*,外文系,DFLL313,3,,德文二（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL313&Crsname=德文二（一）,3,期,必,20,1,19,1,陳麗雅,文LA 3012,,234,,,,,,《講授類》
,,*,外文系,DFLL320,3,,英國文學：1800-1900,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL320&Crsname=英國文學：1800-1900,3,期,必,50,1,28,22,李佳容,文LA 3003,,,,234,,,,《講授類》 ※英語授課西洋經典文學與文化學程
,,,外文系,DFLL322,3,,英美詩歌（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL322&Crsname=英美詩歌（一）,3,期,選,50,0,47,3,盧莉茹,文LA 3001,,,567,,,,,《講授類》 西洋經典文學與文化學程
,,,外文系,DFLL334,4,,應用英語與溝通,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL334&Crsname=應用英語與溝通,3,期,選,50,1,43,7,曾銘裕,文LA 2001,,567,,,,,,《講授類》 ※英語授課
異動,更換教室7/1,,外文系,DFLL337,3,,觀光英語,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL337&Crsname=觀光英語,3,期,選,50,5,49,1,施智閔,海ME 3006,567,,,,,,,《講授類》 ※英語授課地方敘事與創生學程實用英語跨域學程生態旅遊解說學程臺灣研究學程社區文創微學程法國語言、文化與社會學程
異動,更換時間8/23,,外文系,DFLL340,3,,上演歌舞劇,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL340&Crsname=上演歌舞劇,3,期,選,50,0,26,24,鍾敬堂,文LA 2003,,,,,567,,,《講授類》 ※英語授課
,,*,外文系,DFLL401,4,,日文三（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL401&Crsname=日文三（一）,3,期,必,17,0,16,1,森國松江,文LA 3016,567,,,,,,,《講授類》 日本研究學程
,,*,外文系,DFLL403,4,,西班牙文三（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL403&Crsname=西班牙文三（一）,3,期,必,15,0,5,10,李優俐,文LA 3014,,567,,,,,,《講授類》
,,*,外文系,DFLL405,4,,法文三（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL405&Crsname=法文三（一）,3,期,必,15,0,7,8,王柔惠,文LA 3015,,,,234,,,,《講授類》
異動,更換時間及教室7/12,*,外文系,DFLL407,4,,俄文三（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL407&Crsname=俄文三（一）,3,期,必,15,0,7,8,吳鴻傑,文LA 3015,,567,,,,,,《講授類》
,,*,外文系,DFLL409,4,,德文三（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL409&Crsname=德文三（一）,3,期,必,15,0,12,3,陳麗雅,文LA 3016,,567,,,,,,《講授類》
