Change,Description,MultipleCompulsory,Department,Number,Grade,Class,Name,Url,Credit,YearSemester,CompulsoryElective,Restrict,Select,Selected,Remaining,Teacher,Room,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Context,Programs,EMI
新增,8/1,,中學學程,STP168,0,不分班,學習心理學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP168&Crsname=學習心理學,2,期,選,50,0,0,50,宋宥賢,社SS 2005,,,56,,,,,《講授類》本課程為教育學程課程,,0
,,,中學學程,STP170,0,不分班,心理學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP170&Crsname=心理學,3,期,選,10,0,0,10,"邱文彬,鄭雯",社SS 2001,567,,,,,,,《講授類》本課程為教育學程課程,,0
,,,中學學程,STP175,0,不分班,教育議題專題,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP175&Crsname=教育議題專題,2,期,選,50,1,0,50,王進焱,社SS 2005,,,,,12,,,《講授類》本課程為教育學程課程,,0
,,,中學學程,STP182,0,不分班,探究與實作,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP182&Crsname=探究與實作,2,期,選,50,0,0,50,楊淑晴,社SS 2002-1,,,,,B5,,,《講授類》本課程為教育學程課程STREAM永續發展培力微學程,'STREAM永續發展培力微學程',0
異動,確認教師8/4,,中學學程,STP260,0,不分班,自然領域-化學科/化學專長教材教法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP260&Crsname=自然領域-化學科/化學專長教材教法,2,期,選,50,0,0,50,李偉廷,社SS 2002-2,,B5,,,,,,《講授類》本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程,,0
,,,中學學程,STP262,0,不分班,自然領域-物理科/物理專長教材教法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP262&Crsname=自然領域-物理科/物理專長教材教法,2,期,選,50,0,0,50,嚴祖強,社SS 2002-2,56,,,,,,,《講授類》本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。,,0
異動,確認教師8/17,,中學學程,STP264,0,不分班,自然領域-生物科/生物專長教材教法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP264&Crsname=自然領域-生物科/生物專長教材教法,2,期,選,50,0,0,50,林吟珊,社SS 2002-2,89,,,,,,,《講授類》本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。,,0
,,,中學學程,STP266,0,不分班,語文領域-國語文專長教材教法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP266&Crsname=語文領域-國語文專長教材教法,2,期,選,50,0,0,50,陳威霖,社SS 2005,,,,89,,,,《講授類》本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。,,0
,,,中學學程,STP268,0,不分班,語文領域-英語文專長教材教法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP268&Crsname=語文領域-英語文專長教材教法,2,期,選,50,0,0,50,莊雪華,社SS 2005,,34,,,,,,《講授類》本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。,,0
,,,中學學程,STP270,0,不分班,數學領域-數學專長教材教法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP270&Crsname=數學領域-數學專長教材教法,2,期,選,50,0,0,50,黃家杰,社SS 2006,,23,,,,,,《講授類》本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。,,0
,,,中學學程,STP272,0,不分班,社會領域-公民與社會專長教材教法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP272&Crsname=社會領域-公民與社會專長教材教法,2,期,選,50,0,0,50,張至慶,社SS 2002-2,,,,,67,,,《講授類》本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。,,0
異動,確認教師8/4,,中學學程,STP274,0,不分班,藝術領域-音樂藝術專長教材教法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP274&Crsname=藝術領域-音樂藝術專長教材教法,2,期,選,50,0,0,50,洪佳慧,社SS 2006,,,34,,,,,《講授類》本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程,,0
,,,中學學程,STP276,0,不分班,藝術領域-表演藝術專長教材教法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP276&Crsname=藝術領域-表演藝術專長教材教法,2,期,選,50,0,0,50,鍾佳玲,社SS 2002-2,,,12,,,,,《講授類》本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。,,0
異動,更換時間8/17,,中學學程,STP283,0,不分班,課程發展與設計（雙語）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP283&Crsname=課程發展與設計（雙語）,2,期,選,50,0,0,50,張至慶,社SS 2006,,,,B5,,,,《講授類》本課程為教育專業課程，雙語授課,,0
異動,更換時間及教室8/17,,中學學程,STP284,0,不分班,雙語教材教法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP284&Crsname=雙語教材教法,2,期,選,50,0,0,50,張宇慧,"社SS 2002-2,社SS 3006",1,,B,,,,,《講授類》本課程為教育專業課程，雙語授課,,0
,,*,中文思辨與表達,GECE103,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103&Crsname=中文思辨與表達（一）,3,期,必,45,35,0,45,杜佳倫,文LA 1002,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE103A,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103A&Crsname=中文思辨與表達（一）,3,期,必,45,39,0,45,黃羽璿,工EC 2007,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE103B,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103B&Crsname=中文思辨與表達（一）,3,期,必,45,24,0,45,賴佩暄,管CM 0052,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE103C,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103C&Crsname=中文思辨與表達（一）,3,期,必,45,75,0,45,陳明聖,工EN 0032,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
異動,確認教師8/1,*,中文思辨與表達,GECE103D,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103D&Crsname=中文思辨與表達（一）,3,期,必,45,5,0,45,林孜曄,理SC 0014,,234,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE103E,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103E&Crsname=中文思辨與表達（一）,3,期,必,45,15,0,45,陳秋宏,文LA 1004,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE103F,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103F&Crsname=中文思辨與表達（一）,3,期,必,45,7,0,45,謝薇娜,工EC 2007,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE103G,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103G&Crsname=中文思辨與表達（一）,3,期,必,45,5,0,45,顧永光,管CM 3017,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE103H,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103H&Crsname=中文思辨與表達（一）,3,期,必,45,56,0,45,陳明聖,工EN 0032,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE103I,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103I&Crsname=中文思辨與表達（一）,3,期,必,45,81,0,45,黃郁晴,管CM 0052,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
異動,確認教師8/1,*,中文思辨與表達,GECE103J,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103J&Crsname=中文思辨與表達（一）,3,期,必,45,8,0,45,林孜曄,理SC 0014,,567,,,,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE103K,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103K&Crsname=中文思辨與表達（一）,3,期,必,45,46,0,45,黃郁晴,工EN 3015,,,,,234,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,*,中文思辨與表達,GECE103L,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103L&Crsname=中文思辨與表達（一）,3,期,必,45,59,0,45,黃郁晴,工EN 3015,,,,,567,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
異動,更換教室8/10,*,中文思辨與表達,GECE103M,0,不分班,中文思辨與表達（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GECE103M&Crsname=中文思辨與表達（一）,3,期,必,45,34,0,45,陳明聖,通GE 4016,,,,,234,,,《講授類》1、適用111學年度(含)以後入學: 中文思辨與表達(一)、(二)課程，於畢業前僅修習其中1門即可。 2、本課程「加退選期間」額滿不予加簽。中文創意跨域應用整合學程,'中文創意跨域應用整合學程',0
,,,英文初級,GEEN004,0,不分班,英文初級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN004&Crsname=英文初級,0,期,必,35,13,0,35,陳瑞華,理SC 1001,,234,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文初級,GEEN004A,0,不分班,英文初級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN004A&Crsname=英文初級,0,期,必,35,11,0,35,陳瑞華,理SC 1003,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN116&Crsname=英文中級,3,期,必,35,51,0,35,曾彩楣,社SS 3006,,234,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計 ※英語授課,,1
,,,英文中級,GEEN116A,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN116A&Crsname=英文中級,3,期,必,35,36,0,35,溫惠珍,理SC 1003,,234,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116B,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN116B&Crsname=英文中級,3,期,必,35,16,0,35,溫惠珍,社SS 3006,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116C,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN116C&Crsname=英文中級,3,期,必,35,19,0,35,曾千紋,工EC 6016,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116D,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN116D&Crsname=英文中級,3,期,必,35,42,0,35,曾彩楣,管CM 2025,,,,,234,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中級,GEEN116E,0,不分班,英文中級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN116E&Crsname=英文中級,3,期,必,35,8,0,35,戴藤懋,海ME 3004,,,,,234,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN117&Crsname=英文中高級,3,期,必,35,33,0,35,曾千紋,工EC 6016,,234,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117A,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN117A&Crsname=英文中高級,3,期,必,35,12,0,35,戴藤懋,工EC 3001,,234,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117B,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN117B&Crsname=英文中高級,3,期,必,35,8,0,35,戴藤懋,工EC 3001,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117C,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN117C&Crsname=英文中高級,3,期,必,35,29,0,35,陳美淑,管CM 1032,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117D,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN117D&Crsname=英文中高級,3,期,必,35,29,0,35,陳楓旻,管CM 2025,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117E,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN117E&Crsname=英文中高級,3,期,必,35,32,0,35,莊家雄,社SS 3006,,,,,234,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文中高級,GEEN117F,0,不分班,英文中高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN117F&Crsname=英文中高級,3,期,必,35,24,0,35,莊家雄,社SS 3006,,,,,567,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文高級,GEEN118,0,不分班,英文高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN118&Crsname=英文高級,3,期,必,35,30,0,35,賴怡芃,文LA 1012,,234,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文高級,GEEN118A,0,不分班,英文高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN118A&Crsname=英文高級,3,期,必,35,19,0,35,賴淑芳,文LA 1012,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,英文高級,GEEN118B,0,不分班,英文高級,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEEN118B&Crsname=英文高級,3,期,必,35,20,0,35,施智閔,海ME 3004,,567,,,,,,《講授類》若未依「國立中山大學學士班學生英文能力培育辦法」選課，修習及格學分不計※英語授課,,1
,,,運動健康(必),GEPE102,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102&Crsname=運動與健康：體適能,1,期,必,55,15,0,55,羅凱暘,,12,,,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102A,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102A&Crsname=運動與健康：體適能,1,期,必,55,21,0,55,羅凱暘,,34,,,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102B,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102B&Crsname=運動與健康：體適能,1,期,必,55,33,0,55,林宗正,,34,,,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102C,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102C&Crsname=運動與健康：體適能,1,期,必,55,32,0,55,許秀桃,,67,,,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102D,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102D&Crsname=運動與健康：體適能,1,期,必,55,48,0,55,蔡鋒樺,,89,,,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102E,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102E&Crsname=運動與健康：體適能,1,期,必,55,20,0,55,林宗正,,,34,,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102F,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102F&Crsname=運動與健康：體適能,1,期,必,55,15,0,55,林國欽,,,67,,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102G,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102G&Crsname=運動與健康：體適能,1,期,必,55,54,0,55,許秀桃,,89,,,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102H,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102H&Crsname=運動與健康：體適能,1,期,必,55,45,0,55,林國欽,,,89,,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102I,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102I&Crsname=運動與健康：體適能,1,期,必,55,33,0,55,李佳倫,,,89,,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102J,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102J&Crsname=運動與健康：體適能,1,期,必,55,29,0,55,蔡宗晏,,,,12,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102K,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102K&Crsname=運動與健康：體適能,1,期,必,55,9,0,55,蔡鋒樺,,,,12,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102L,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102L&Crsname=運動與健康：體適能,1,期,必,55,15,0,55,林宗正,,,,34,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102M,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102M&Crsname=運動與健康：體適能,1,期,必,55,30,0,55,蔡宗晏,,,,34,,,,,《體育類》第一堂課請於體育館前集合,,0
,,,運動健康(必),GEPE102N,1,不分班,運動與健康：體適能,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=GEPE102N&Crsname=運動與健康：體適能,1,期,必,55,46,0,55,許秀桃,,,,67,,,,,《體育類》第一堂課請於體育館前集合,,0
